Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.5574,Sun Mar 18 15:00:23 +0000 2018,0.159,0.841,0.0,Fired FBI Deputy Director Andrew McCabe's memos on his interactions with President Trump are in the hands of specia… https://t.co/ZdOkqU2oZI,66,@CNN
-0.2732,Sun Mar 18 14:30:12 +0000 2018,0.084,0.916,0.0,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/tV3TaO8g4i,67,@CNN
0.4019,Sun Mar 18 14:01:00 +0000 2018,0.0,0.876,0.124,"This high school in Anchorage, Alaska, is using the sound of real gunfire to prepare students for active shooters… https://t.co/5hvgxbECZk",68,@CNN
-0.5574,Sun Mar 18 13:46:27 +0000 2018,0.153,0.847,0.0,"If President Trump fired Robert Mueller, “that would be the beginning of the end of his presidency, because we are… https://t.co/NOuLxDa3lp",69,@CNN
0.4019,Sun Mar 18 13:39:22 +0000 2018,0.0,0.876,0.124,Sen. Lindsey Graham says Sen. Rand Paul is “an outlier” within the Republican Party for opposing the nominations of… https://t.co/xTNb5tzzaW,70,@CNN
-0.4404,Sun Mar 18 13:31:14 +0000 2018,0.127,0.873,0.0,"Sen. Rand Paul says he’ll “do whatever it takes” to block the appointments of Gina Haspel and Mike Pompeo, includin… https://t.co/efOKOkv7EQ",71,@CNN
0.7184,Sun Mar 18 13:31:00 +0000 2018,0.077,0.662,0.261,"This Waffle House waitress took time to cut an elderly customer's ham, and the kind act won her a college scholarsh… https://t.co/RlUub2cj29",72,@CNN
0.0772,Sun Mar 18 13:22:13 +0000 2018,0.126,0.733,0.141,Sen. Rand Paul says he “wouldn’t advocate” President Trump fire special counsel Robert Mueller #CNNSOTU https://t.co/cmnImqJBZr,73,@CNN
0.6908,Sun Mar 18 13:17:39 +0000 2018,0.0,0.739,0.261,"“People want to remember the Republican party as the decent party. And it is not right now,” says Sen. Jeff Flake,… https://t.co/K0rMLATMqI",74,@CNN
0.0,Sun Mar 18 13:15:38 +0000 2018,0.0,1.0,0.0,GOP Sen. Jeff Flake says President Trump going after Robert Mueller is a “red line” #CNNSOTU https://t.co/WUTAZCJVze,75,@CNN
0.0772,Sun Mar 18 13:10:47 +0000 2018,0.104,0.779,0.117,Sen. Jeff Flake on whether President Trump is laying groundwork to fire special counsel Robert Mueller: “I just hop… https://t.co/3LwVWlVlZb,76,@CNN
0.2732,Sun Mar 18 13:00:19 +0000 2018,0.0,0.905,0.095,"""People who boast about their IQ are losers.""

As well as being one of the world's most renowned scientists, Stephe… https://t.co/DDWzSZOG0i",77,@CNN
-0.6486,Sun Mar 18 12:30:07 +0000 2018,0.218,0.782,0.0,Snapchat lost $800 million after Rihanna tore into the company for allowing an offensive ad to appear on its app… https://t.co/rQI00P64jG,78,@CNN
0.0,Sun Mar 18 12:01:06 +0000 2018,0.0,1.0,0.0,Juul e-cigarettes are high-nicotine devices that closely resemble flash drives. They've become a sensation among te… https://t.co/VsFfXf5f0Y,79,@CNN
0.0,Sun Mar 18 11:31:00 +0000 2018,0.0,1.0,0.0,"Google cofounder Larry Page's flying taxi takes to the skies in New Zealand, billed as a self-piloting, zero-emissi… https://t.co/bzLr7IE9Mm",80,@CNN
-0.7783,Sun Mar 18 11:00:10 +0000 2018,0.298,0.702,0.0,Two women were arrested after allegedly stealing items from a mosque and broadcasting the whole episode on Facebook… https://t.co/wV1pz9swEf,81,@CNN
-0.4215,Sun Mar 18 10:30:00 +0000 2018,0.214,0.685,0.101,"Rep. Eric Swalwell on McCabe's firing: ""To me, being a former prosecutor, it looks like they're trying to dirty him… https://t.co/8I03KPrN7z",82,@CNN
-0.2023,Sun Mar 18 10:00:02 +0000 2018,0.087,0.913,0.0,"Rep. Eric Swalwell says the termination of former FBI Deputy Director Andrew McCabe is a ""petty act"" and intended t… https://t.co/TBLzic08tl",83,@CNN
0.5318,Sun Mar 18 09:31:00 +0000 2018,0.0,0.826,0.174,"Munich, Germany, is a long way from the ocean and it's pretty darn cold this time of year, but that doesn't stop so… https://t.co/I0eQJMLsXZ",84,@CNN
-0.34,Sun Mar 18 09:00:01 +0000 2018,0.118,0.882,0.0,Former Nixon White House counsel John Dean on Attorney General Jeff Sessions firing ex-FBI Deputy Director Andrew M… https://t.co/7873q0V3ER,85,@CNN
0.0,Sun Mar 18 08:30:09 +0000 2018,0.0,1.0,0.0,Former FBI deputy director Andrew McCabe tells CNN's Pamela Brown that the Republican memo from the House Intellige… https://t.co/hlMElI1kit,86,@CNN
-0.6808,Sun Mar 18 08:00:12 +0000 2018,0.237,0.763,0.0,Attorney General Jeff Sessions fired former FBI Deputy Director Andrew McCabe less than two days shy of McCabe's re… https://t.co/K0ogALuajv,87,@CNN
-0.2023,Sun Mar 18 07:31:00 +0000 2018,0.168,0.701,0.131,"Construction of Disney's much-anticipated Star Wars attractions is underway. The lands called ""Galaxy's Edge"" are s… https://t.co/4xo0szNxyV",88,@CNN
0.0,Sun Mar 18 07:00:00 +0000 2018,0.0,1.0,0.0,"Tapper: You say your client, Stormy Daniels, felt “physically threatened” to stay silent about what she knew about… https://t.co/Oj8O4YPqAK",89,@CNN
-0.4767,Sun Mar 18 06:30:03 +0000 2018,0.162,0.838,0.0,"Russia has attempted to attack targets that include ""energy, nuclear, commercial facilities, water, aviation, and c… https://t.co/bFctA9GmSN",90,@CNN
0.0,Sun Mar 18 06:15:05 +0000 2018,0.0,1.0,0.0,"Flashback! Nancy Pelosi, age 20, meets JFK at the 1960 DNC. There’s lots more rare footage on #TheKennedys tonight… https://t.co/IW1lRfTatX",91,@CNN
-0.8176,Sun Mar 18 05:45:47 +0000 2018,0.366,0.634,0.0,Terrifying video shows people being violently thrown into the air after a ski lift malfunctioned… https://t.co/oVcXvJVZGP,92,@CNN
0.5709,Sun Mar 18 05:31:00 +0000 2018,0.0,0.85,0.15,Longjing tea is a specialty in Hangzhou and considered one of the most prized tea leaves in China. The quality of t… https://t.co/DEE0gkNC0W,93,@CNN
0.0,Sun Mar 18 05:09:32 +0000 2018,0.0,1.0,0.0,"Nearly two weeks after a 16-year-old Pennsylvania girl vanished with a 45-year-old man, the pair was found Saturday… https://t.co/TJoY1NTZs1",94,@CNN
-0.6486,Sun Mar 18 05:00:03 +0000 2018,0.218,0.782,0.0,Snapchat lost $800 million after Rihanna tore into the company for allowing an offensive ad to appear on its app… https://t.co/IgWzdTNSwz,95,@CNN
0.296,Sun Mar 18 04:31:05 +0000 2018,0.0,0.885,0.115,"A majority of the US should expect warmer than average temperatures this spring, especially across the Southwest an… https://t.co/Uz2jBgvp7V",96,@CNN
-0.2263,Sun Mar 18 04:01:05 +0000 2018,0.091,0.909,0.0,"""We are the forgotten people"": It's been almost six months since Hurricane Maria, and Puerto Ricans are still dying… https://t.co/2vAFG2WkxS",97,@CNN
0.0,Sun Mar 18 03:30:07 +0000 2018,0.0,1.0,0.0,A custodian at a school in South Carolina stole $180 from students' book bags while they participated in the Nation… https://t.co/DKFFWmDKx8,98,@CNN
-0.2732,Sun Mar 18 03:00:15 +0000 2018,0.104,0.896,0.0,"The lawyer representing Stormy Daniels, the porn star suing President Trump, says that she has faced physical threa… https://t.co/LHYeQhPBuZ",99,@CNN
0.6059,Mon Mar 19 03:49:00 +0000 2018,0.0,0.729,0.271,".@DiamondandSilk: ""We believe in God. We are Christians. We shouldn't be mocked. We shouldn't be accused of anythin… https://t.co/i9uvXKvP8g",0,@FoxNews
-0.128,Mon Mar 19 03:45:00 +0000 2018,0.239,0.618,0.143,".@RepGoodlatte: ""There is a serious problem with several people who were - and I'm thankful to say are no longer -… https://t.co/jFAzL9Gs9E",1,@FoxNews
0.0,Mon Mar 19 03:43:07 +0000 2018,0.0,1.0,0.0,"""Stay inside and give us time.""

@chief_manley issues this message after a reported explosion in southwestern Austi… https://t.co/V9UAtFvBwo",2,@FoxNews
0.0,Mon Mar 19 03:34:00 +0000 2018,0.0,1.0,0.0,".@RepGoodlatte: ""We need more documents and we need them now."" https://t.co/ocJgAfo1ib",3,@FoxNews
0.4019,Mon Mar 19 03:32:00 +0000 2018,0.0,0.863,0.137,.@TheRealJohnHCox: “I call the Democrats​ out in California here the Thelma and Louise party. They’re joining hands… https://t.co/wZVtC6q99c,4,@FoxNews
0.0,Mon Mar 19 03:30:00 +0000 2018,0.0,1.0,0.0,"Jim Carrey slammed for 'disgraceful,' garish portrait of Sarah Sanders https://t.co/lC41BcaMXa",5,@FoxNews
-0.8074,Mon Mar 19 03:26:00 +0000 2018,0.454,0.546,0.0,Michigan sheriff deputy and father of 11 loses finger in freak accident https://t.co/IinEgAnkqV,6,@FoxNews
-0.34,Mon Mar 19 03:20:00 +0000 2018,0.13,0.87,0.0,"Australian officials deny claims MH370 can be seen from the air, was riddled with bullet holes https://t.co/hh3HO7wGEl",7,@FoxNews
0.0,Mon Mar 19 03:14:00 +0000 2018,0.0,1.0,0.0,".@MZHemingway: ""Andrew McCabe was under investigation before @realDonaldTrump was even taking office."" https://t.co/ilqojOauzE",8,@FoxNews
0.0,Mon Mar 19 03:07:00 +0000 2018,0.0,1.0,0.0,Faith-based film ‘I Can Only Imagine’ hits big with $17.1 million launch https://t.co/FmucZywuR6,9,@FoxNews
0.0,Mon Mar 19 03:00:01 +0000 2018,0.0,1.0,0.0,".@cvpayne: ""6.3 million job openings right now - by far an all-time record."" https://t.co/OcCbUxx1Bb",10,@FoxNews
-0.875,Mon Mar 19 02:48:27 +0000 2018,0.647,0.353,0.0,Police: Suspect accused of fatally stabbing 2 men was drunk https://t.co/A7fQsm9cPr,11,@FoxNews
0.0,Mon Mar 19 02:44:34 +0000 2018,0.0,1.0,0.0,"Larry P. Arnn: ""The government increasingly looks at us as subject of an engineering project."" https://t.co/Q89oTIXxZn",12,@FoxNews
-0.5994,Mon Mar 19 02:40:12 +0000 2018,0.362,0.537,0.101,"Katy Perry legal battle has left me broke, nun says https://t.co/j50rcCuent",13,@FoxNews
-0.6249,Mon Mar 19 02:35:12 +0000 2018,0.317,0.683,0.0,At least 2 men seriously hurt after reported explosion in Austin neighborhood https://t.co/UrBTtDXXyq https://t.co/UoAgwq4NKP,14,@FoxNews
-0.4019,Mon Mar 19 02:27:33 +0000 2018,0.231,0.769,0.0,"JUST IN: Explosion reported in Austin, at least 2 injured https://t.co/6pBw7TKAvV",15,@FoxNews
0.0,Mon Mar 19 02:27:12 +0000 2018,0.0,1.0,0.0,Teen loaning out prom dress on Twitter sparks a social media movement https://t.co/hiVlN6umF4,16,@FoxNews
0.5267,Mon Mar 19 02:23:27 +0000 2018,0.0,0.747,0.253,'Batman' who ate Chipotle for 500 days straight says he's ready for something new https://t.co/hbrSEFdmWs,17,@FoxNews
0.0,Mon Mar 19 02:22:27 +0000 2018,0.0,1.0,0.0,"Larry P. Arnn: ""People are made, in their nature, to live under law. But now there has to be a limit on the law."" https://t.co/t3k0buCpOb",18,@FoxNews
-0.5994,Mon Mar 19 02:13:47 +0000 2018,0.262,0.738,0.0,Cirque du Soleil aerialist plunges to his death during Tampa performance https://t.co/wAYHwMejXo,19,@FoxNews
0.2732,Mon Mar 19 02:11:39 +0000 2018,0.0,0.909,0.091,"Larry P. Arnn on the creation of the Declaration of Independence: ""For the first time in human history, in this par… https://t.co/zKPlRt2XYJ",20,@FoxNews
-0.2023,Mon Mar 19 01:58:39 +0000 2018,0.232,0.579,0.189,.@FDNY hero who evacuated hundreds on 9/11 dies at 45 of cancer https://t.co/uun6XzmlYi,21,@FoxNews
-0.5859,Mon Mar 19 01:55:24 +0000 2018,0.242,0.758,0.0,".@SteveHiltonx on foreign government lobbying: ""If you're being paid by foreign governments, you are betraying Amer… https://t.co/makGNVglLu",22,@FoxNews
-0.5574,Mon Mar 19 01:49:34 +0000 2018,0.217,0.783,0.0,"Indiana man takes cab to and from bank to rob it, police say https://t.co/wbch2elSBS",23,@FoxNews
-0.3412,Mon Mar 19 01:42:13 +0000 2018,0.156,0.844,0.0,".@RubenNavarrette on border wall: ""A wall has not worked effectively since @GameOfThrones."" @NextRevFNC https://t.co/Xwr55YG48E",24,@FoxNews
-0.4019,Mon Mar 19 01:35:50 +0000 2018,0.13,0.87,0.0,".@JudgeJeanine on border wall: ""The idea that a wall is a 12th century [remedy] for a 21st century problem, think a… https://t.co/8FfWOQ5YlQ",25,@FoxNews
-0.5859,Mon Mar 19 01:30:30 +0000 2018,0.375,0.625,0.0,First civil suit looms in deadly Florida bridge collapse https://t.co/YQyZ1LCaYf,26,@FoxNews
0.6492,Mon Mar 19 01:27:43 +0000 2018,0.0,0.772,0.228,".@JudgeJeanine: ""One of the things I learned in life is never worry that someone else is getting a better deal than… https://t.co/6usOUox3n9",27,@FoxNews
-0.6369,Mon Mar 19 01:17:12 +0000 2018,0.426,0.574,0.0,Trump attorney denies president is considering firing Mueller https://t.co/J7lqupk3rY,28,@FoxNews
0.0,Mon Mar 19 01:12:06 +0000 2018,0.0,1.0,0.0,".@JudgeJeanine: ""If someone brought me a dossier upon which I signed a warrant that they swore to, and I find out t… https://t.co/9xMISZUclQ",29,@FoxNews
0.0,Mon Mar 19 01:05:11 +0000 2018,0.0,1.0,0.0,.@HillaryClinton tries to explain her comments on Trump voters after backlash https://t.co/PJYJtCj0yd,30,@FoxNews
-0.8591,Mon Mar 19 00:56:07 +0000 2018,0.422,0.578,0.0,Three arrested in Colorado after pipe bomb found in stolen vehicle at a Walmart parking lot https://t.co/IDGJuwzoFA,31,@FoxNews
-0.4939,Mon Mar 19 00:50:09 +0000 2018,0.329,0.529,0.141,Security footage shows robber getting stuck in pair of sliding doors https://t.co/KWtTcFy8N8,32,@FoxNews
0.0,Mon Mar 19 00:41:31 +0000 2018,0.0,1.0,0.0,.@WhiteCastle customer caught making meth in restaurant https://t.co/5G0R0VLWFo,33,@FoxNews
-0.9274,Mon Mar 19 00:35:29 +0000 2018,0.511,0.489,0.0,.@POTUS to seek death penalty for some drug traffickers in plan to fight opioid crisis. https://t.co/4yuGmZLxcq https://t.co/Sc8lq4OgQI,34,@FoxNews
0.0,Mon Mar 19 00:24:37 +0000 2018,0.0,1.0,0.0,".@OliverNorthFNC on Russia probe: ""We the people are supposed to decide who governs us. And the Congress of the U.S… https://t.co/GIRtHd7D7I",35,@FoxNews
0.0,Mon Mar 19 00:21:18 +0000 2018,0.0,1.0,0.0,".@AriFleischer on Russia probe: ""Partisanship is a part of the land today."" https://t.co/YtoJWPnhIe",36,@FoxNews
-0.34,Mon Mar 19 00:17:54 +0000 2018,0.179,0.821,0.0,"Andrew McCabe's firing from FBI 'may have been justified,' Schiff says https://t.co/nYtQcwaWeI",37,@FoxNews
0.128,Mon Mar 19 00:16:13 +0000 2018,0.096,0.786,0.118,".@AriFleischer on Russia probe: ""Independent counsel is no longer the law of the land as opposed to special counsel… https://t.co/ALSDSUpEAU",38,@FoxNews
0.4019,Mon Mar 19 00:11:11 +0000 2018,0.0,0.856,0.144,"Bob Bennett: ""There's a real difference between independent counsels and special counsels. I do think we need a spe… https://t.co/QHBrWde8E3",39,@FoxNews
0.0516,Mon Mar 19 00:02:39 +0000 2018,0.171,0.647,0.182,Defending champ North Carolina knocked out in second round of March Madness https://t.co/tBNM5dwLOY,40,@FoxNews
0.0,Sun Mar 18 23:52:00 +0000 2018,0.0,1.0,0.0,"TONIGHT on @NextRevFNC, @SteveHiltonx talks to @JudgeJeanine and @AnnCoulter - Tune in at 9p ET on Fox News Channel! https://t.co/zGEy4ZgRjj",41,@FoxNews
0.2023,Sun Mar 18 23:36:49 +0000 2018,0.0,0.859,0.141,Disneyland replaces Marine vet's voice with a recording at Flag Retreat Ceremony https://t.co/PA3RPHGbfv,42,@FoxNews
-0.7351,Sun Mar 18 23:32:34 +0000 2018,0.341,0.659,0.0,"Andrew McCabe controversies, from the Trump text scandal to his wife's failed campaign https://t.co/Z34RRIb9zP",43,@FoxNews
-0.6597,Sun Mar 18 23:25:32 +0000 2018,0.239,0.761,0.0,'Youngest member' of New York city's police department dies of cancer at age 10 https://t.co/rTRyATr6tv,44,@FoxNews
0.5106,Sun Mar 18 23:22:00 +0000 2018,0.0,0.852,0.148,OPINION: Chick-fil-A VP: Everyday heroes among us -- how you can be a catalyst for change in your own community https://t.co/1NGEz6vLmb,45,@FoxNews
-0.7759,Sun Mar 18 23:15:00 +0000 2018,0.348,0.526,0.126,".@TGowdySC on McCabe firing: ""Make no mistake, the FBI is who recommended that he be fired. It wasn't crazy House R… https://t.co/XjmvtbsWRH",46,@FoxNews
-0.5659,Sun Mar 18 23:10:00 +0000 2018,0.206,0.794,0.0,".@TGowdySC on McCabe firing: ""Andy McCabe has undercut his credibility all by himself. He didn't need any help doin… https://t.co/TJaDWqfg3d",47,@FoxNews
-0.765,Sun Mar 18 23:02:13 +0000 2018,0.355,0.645,0.0,OPINION: Online abuse of women in politics undermines both them and our democracy https://t.co/pHli6qpAk3,48,@FoxNews
-0.296,Sun Mar 18 22:57:13 +0000 2018,0.155,0.845,0.0,"Reporter's Notebook: On Russia's Election Day, voters feel pressure from all sides https://t.co/cTXfYBSQBN",49,@FoxNews
0.5859,Sun Mar 18 22:41:47 +0000 2018,0.0,0.853,0.147,".@NiallStanage on Putin's election win: ""One of the complications for those of us in the West is that part of the r… https://t.co/JMuVhx0jYg",50,@FoxNews
-0.9274,Sun Mar 18 22:35:16 +0000 2018,0.511,0.489,0.0,BREAKING: Trump to seek death penalty for some drug traffickers in plan to fight opioid crisis https://t.co/erVIgrtVKv,51,@FoxNews
0.5106,Sun Mar 18 22:26:35 +0000 2018,0.0,0.68,0.32,OPINION: What is heaven? Reflections by @Pontifex https://t.co/VC1FGsY4Rq,52,@FoxNews
-0.4404,Sun Mar 18 22:16:49 +0000 2018,0.266,0.734,0.0,March Madness 2018 schedule and what to know https://t.co/VCQih6fkev,53,@FoxNews
-0.2042,Sun Mar 18 22:13:41 +0000 2018,0.12,0.8,0.08,"Rep. Keith Ellison, under fire for Farrakhan ties, claims he hasn't seen the controversial leader since 2013 https://t.co/LRaZJQJtIU",54,@FoxNews
0.0,Sun Mar 18 22:05:45 +0000 2018,0.0,1.0,0.0,"Putin's giant Russian election victory sparks backlash, claims of 'charade' https://t.co/oYv4qtjYR3",55,@FoxNews
-0.34,Sun Mar 18 21:53:16 +0000 2018,0.167,0.833,0.0,"On @FoxNewsSunday, @TGowdySC weighed in on the firing of Andrew McCabe.  https://t.co/6lNh4RJQNN https://t.co/TecDNPg0xP",56,@FoxNews
0.0,Sun Mar 18 21:48:00 +0000 2018,0.0,1.0,0.0,"Peter Thiel: If @realDonaldTrump Runs in 2020, He Will Get Re-Elected https://t.co/r0JVLB235Z https://t.co/Vuu7jIe3l2",57,@FoxNews
-0.296,Sun Mar 18 21:42:42 +0000 2018,0.145,0.855,0.0,"Barbra Streisand has no '#MeToo' story, jokingly says her nose kept predators away https://t.co/3pliKxIIRR",58,@FoxNews
0.4215,Sun Mar 18 21:32:32 +0000 2018,0.094,0.703,0.203,"Antjuan Seawright on McCabe firing: ""It seems like [Republicans] have become the party of cover and run at this poi… https://t.co/6D7Pd8zvnY",59,@FoxNews
0.0,Sun Mar 18 21:31:05 +0000 2018,0.152,0.696,0.152,".@JudgeJeanine Applauds McCabe's Firing: He 'Should Have Been Taken Out in Cuffs'
https://t.co/BDiYyEWhau",60,@FoxNews
0.0,Sun Mar 18 21:23:02 +0000 2018,0.0,1.0,0.0,"Putin's giant Russian election victory sparks backlash, claims of 'charade'
https://t.co/oYv4qtjYR3",61,@FoxNews
-0.296,Sun Mar 18 21:17:49 +0000 2018,0.196,0.804,0.0,House @GOP will subpoena @FBI for missing @HillaryClinton documents https://t.co/LCBuaMIgnf,62,@FoxNews
-0.128,Sun Mar 18 21:11:38 +0000 2018,0.086,0.914,0.0,Lawmakers demand answers from Facebook after claim that analytics firm snatched user data for Trump campaign https://t.co/KjpBQ9PdMO,63,@FoxNews
-0.2263,Sun Mar 18 21:05:56 +0000 2018,0.192,0.808,0.0,Chick-fil-A cashier saves customer's forgotten change for weeks https://t.co/jevRjjpE4X,64,@FoxNews
-0.7096,Sun Mar 18 21:00:08 +0000 2018,0.282,0.718,0.0,Research firm accused of stealing data from @Facebook users for @realDonaldTrump's campaign. @WillCarrFNC has the s… https://t.co/DJKl3gRmQa,65,@FoxNews
0.0,Sun Mar 18 20:53:33 +0000 2018,0.0,1.0,0.0,McDonald's employee yelled at by customer over 'miscommunication' in viral video https://t.co/LbhbNq4B1b,66,@FoxNews
0.34,Sun Mar 18 20:46:09 +0000 2018,0.286,0.357,0.357,Reward for arrest in Austin package bomb case tops $100G https://t.co/EG96v9gRdZ,67,@FoxNews
0.0,Sun Mar 18 20:44:00 +0000 2018,0.0,1.0,0.0,China's president reappointed for life. https://t.co/UymhNwyuZg https://t.co/oSkRhBCvM3,68,@FoxNews
-0.2023,Sun Mar 18 20:40:34 +0000 2018,0.232,0.579,0.189,FDNY hero who evacuated hundreds on 9/11 dies at 45 of cancer https://t.co/uun6Xz4L6K,69,@FoxNews
0.7003,Sun Mar 18 20:16:47 +0000 2018,0.0,0.547,0.453,".@Joy_Villa: Mr. Trump, please hear my heartfelt plea https://t.co/GhrdwJS5E9",70,@FoxNews
-0.4019,Sun Mar 18 20:16:39 +0000 2018,0.255,0.563,0.182,"'A Horrible Day for Democracy': Jeff Flake Blasts McCabe Firing, Encourages 2020 Primary Challenge to Trump
https://t.co/VHWOJ4xmOz",71,@FoxNews
0.5719,Sun Mar 18 20:04:25 +0000 2018,0.0,0.812,0.188,"Vladimir Putin wins Russian presidential election with over 73 percent of the vote, exit polls show… https://t.co/jMvzfUlGYF",72,@FoxNews
0.0,Sun Mar 18 20:03:00 +0000 2018,0.0,1.0,0.0,".@MariaBartiromo: ""The agency has been besmirched by a group of people at the leadership. That's Jim @Comey, Andrew… https://t.co/lLH3xqL6OT",73,@FoxNews
0.0,Sun Mar 18 20:02:02 +0000 2018,0.0,1.0,0.0,"Sheriff's lieutenant caught driving in reverse, honking horn for 'unknown reasons' https://t.co/XubMOrZmVi",74,@FoxNews
0.5994,Sun Mar 18 19:57:40 +0000 2018,0.0,0.671,0.329,".@TGowdySC to Trump Lawyer: 'If POTUS Is Innocent, Act Like It'
https://t.co/kdvioOhh86",75,@FoxNews
-0.7269,Sun Mar 18 19:48:00 +0000 2018,0.289,0.711,0.0,"James Kallstrom: ""They've ruined [@GenFlynn] - and because they threatened his son, you know, they bankrupted this… https://t.co/b4bKz1B0hr",76,@FoxNews
-0.6486,Sun Mar 18 19:47:13 +0000 2018,0.212,0.788,0.0,'This Board Should Be Taken Apart': NY Lawmaker Blasts State Board for Paroling Double Cop Killer https://t.co/3eD7CNCzHG,77,@FoxNews
0.0258,Sun Mar 18 19:39:53 +0000 2018,0.0,0.916,0.084,.@SteveHiltonx: @HillaryClinton’s ‘Deplorables 2’ moment and why it matters for America’s future https://t.co/TzPhF4Cqrr,78,@FoxNews
0.0,Sun Mar 18 19:33:07 +0000 2018,0.0,1.0,0.0,Jim Carrey unveils garish portrait of Sarah Sanders https://t.co/mCrK1ZyqEQ,79,@FoxNews
0.0,Sun Mar 18 19:24:49 +0000 2018,0.0,1.0,0.0,".@jasoninthehouse on 2018 midterms: ""When [Republicans] hear @HillaryClinton and @NancyPelosi, it reminds them why… https://t.co/xG15sLooXu",80,@FoxNews
-0.4404,Sun Mar 18 19:21:05 +0000 2018,0.244,0.756,0.0,.@RandPaul denounces ‘disgraceful’ ex-@CIA chief Brennan over anti-@realDonaldTrump tirade https://t.co/ZK0U6KeIew,81,@FoxNews
0.0,Sun Mar 18 19:20:33 +0000 2018,0.0,1.0,0.0,Single $456.7M Powerball ticket sold in Pennsylvania: report https://t.co/6xfGUrSm9X,82,@FoxNews
-0.5423,Sun Mar 18 19:19:42 +0000 2018,0.156,0.844,0.0,"RT @EricShawnTV: I anchor @FoxNews at 4pm EDT: Sen. @LindseyGrahamSC  says ""Russia is an enemy of democracy."" How can @POTUS @realDonaldTru…",83,@FoxNews
0.0,Sun Mar 18 19:19:00 +0000 2018,0.0,1.0,0.0,Officials hold press conference on Austin package bombs. (Courtesy: KEYE) https://t.co/YUbo2mJjGO,84,@FoxNews
0.0,Sun Mar 18 19:19:00 +0000 2018,0.0,1.0,0.0,".@newtgingrich: ""We rely as a country on the rule of law... We have as a country an obligation to root out the canc… https://t.co/kJDZ76L8DT",85,@FoxNews
0.0,Sun Mar 18 19:16:03 +0000 2018,0.0,1.0,0.0,".@GregGutfeldShow: Trump Thinks 'Long-Term' While Dems are 'Half-A-Plan'-ers @GregGutfeldShow
https://t.co/D7CQM3AGvo",86,@FoxNews
0.0,Sun Mar 18 19:15:34 +0000 2018,0.0,1.0,0.0,".@KarlRove on PA election: ""Rick Saccone ran as Trump 2.0. That only works if your opponent is Hillary 2.0.""… https://t.co/JbL55v7WIx",87,@FoxNews
-0.128,Sun Mar 18 19:14:17 +0000 2018,0.239,0.618,0.143,".@RepGoodlatte: ""There is a serious problem with several people who were - and I'm thankful to say are no longer -… https://t.co/9PXr0d9VCo",88,@FoxNews
0.0,Sun Mar 18 19:10:23 +0000 2018,0.0,1.0,0.0,Turnover rate in past administrations. https://t.co/eTwSKdYW9a,89,@FoxNews
0.0,Sun Mar 18 19:07:48 +0000 2018,0.0,1.0,0.0,".@dagenmcdowell: ""The RNC so far in the 2018 cycle is outraising the DNC 2 to 1."" https://t.co/J9LciQR3tl",90,@FoxNews
0.0,Sun Mar 18 19:05:57 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: Obama ‘Fast and Furious’ documents to be released: Brian Terry's family reacts   https://t.co/AVY3M2SG0M,91,@FoxNews
0.0,Sun Mar 18 19:03:49 +0000 2018,0.0,1.0,0.0,Paralympian Marine vet is gifted a custom home https://t.co/Unv4dyJilu,92,@FoxNews
-0.0258,Sun Mar 18 18:54:49 +0000 2018,0.135,0.736,0.129,"Some officials wanted Stoneman Douglas suspect Nikolas Cruz committed in 2016, report says https://t.co/b0k2NCnL0j",93,@FoxNews
0.0,Sun Mar 18 18:54:00 +0000 2018,0.0,1.0,0.0,"On @foxandfriends, @DiamondandSilk pointed out what they see as a left-wing double standard regarding religion.… https://t.co/FTd4lyWMDt",94,@FoxNews
-0.5574,Sun Mar 18 18:49:00 +0000 2018,0.159,0.841,0.0,".@AlanDersh: “Even if the president wanted McCabe fired, I don’t see that he could have any influence on that decis… https://t.co/KK4SR5Pqsa",95,@FoxNews
-0.4767,Sun Mar 18 18:47:45 +0000 2018,0.181,0.819,0.0,"President @realDonaldTrump: Never saw McCabe take notes, 'Can we call them fake memos?' https://t.co/R4MxCHc80V https://t.co/FPJzYc1lKX",96,@FoxNews
0.0258,Sun Mar 18 18:45:16 +0000 2018,0.153,0.69,0.158,".@SenatorDurbin on @HillaryClinton's comments on Trump voters: ""My friend Hillary Clinton is wrong. Thirty percent… https://t.co/dYPTEG4cdY",97,@FoxNews
0.7003,Sun Mar 18 18:44:54 +0000 2018,0.0,0.547,0.453,".@Joy_Villa: Mr. @realDonaldTrump, please hear my heartfelt plea
https://t.co/GhrdwJS5E9",98,@FoxNews
-0.0516,Sun Mar 18 18:43:27 +0000 2018,0.262,0.534,0.204,"Peter Thiel: ""Our greatest political problem is the problem of political correctness."" #SundayFutures… https://t.co/Gw7gl9s5Jc",99,@FoxNews
0.0,Mon Mar 19 03:34:04 +0000 2018,0.0,1.0,0.0,"RT @mannyNYT: Austin police, FBI and ATF are responding to reports of another explosion in Austin tonight https://t.co/hU3JL1HBqk",0,@NYTimes
0.2263,Mon Mar 19 03:21:05 +0000 2018,0.0,0.917,0.083,RT @NYTSports: Marie Gulich had 14 points and 12 rebounds to lead sixth-seeded Oregon State to its third straight regional semifinal appear…,1,@NYTimes
